FilePath,FileName,SizeBytes,SizeKB,Entropy,MD5,SHA1,SHA256,ImportHash,MagicNumber,FileType,Permissions,PETimestamp,PETimestamp-year,CompilerLanguage,DigitalSignature,PEHeaderOffset,EntryPoint,Packer
C:\Users\adria\Documents\_malware\0d58d4c64dd86c34cbf59c528f5b4c9120dc94431dc1019449b6b25dfd02721f.exe,0d58d4c64dd86c34cbf59c528f5b4c9120dc94431dc1019449b6b25dfd02721f.exe,430080,420,7.6552,31bd9cd7f56722da4cb84ab264dcf9c6,7348d7522c06ca892f783f696a6591c25b1657bd,0d58d4c64dd86c34cbf59c528f5b4c9120dc94431dc1019449b6b25dfd02721f,c9190f5932cf91740e7d42e569db42de,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-19 08:19:46 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x15A8; VA=0x4115A8,"Likely packed (avg=6.78; flags=.data:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\0d60fd3c60febe477be23573143396da6b7b8e7b92f46fdc50aec7b8b382e1a0.exe,0d60fd3c60febe477be23573143396da6b7b8e7b92f46fdc50aec7b8b382e1a0.exe,356352,348,7.7255,664bbe3f9f389137c7d6a18f01ff124a,8fa775d8d164934d9b54964b1cb4ec3eb7e57be1,0d60fd3c60febe477be23573143396da6b7b8e7b92f46fdc50aec7b8b382e1a0,77f7b1eabcedcdac7035f71ebceb4c6c,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-03-15 20:55:27 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1547E; VA=0x41547E,"Likely packed (avg=6.98; flags=.data:high,.rsrc:high,.text:high)"
C:\Users\adria\Documents\_malware\0d77677df6f5922f91d889d6a1b2c375b2b6cf1458a66d58c06c1fbc23620f0f.exe,0d77677df6f5922f91d889d6a1b2c375b2b6cf1458a66d58c06c1fbc23620f0f.exe,122848,119.97,6.7036,55f1904aefc0cb7a3f16f86653d990b3,95f94d6778e79cc3025e337930b82011fedc0876,0d77677df6f5922f91d889d6a1b2c375b2b6cf1458a66d58c06c1fbc23620f0f,372ff64177b42aae9d4f5e05b5a57975,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-05-24 17:40:09 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x13A0; VA=0x4013A0,Likely packed (avg=2.63; flags=.data:high)
C:\Users\adria\Documents\_malware\0d69dac909eef1f5016f6ca5bf37d384102ca08cbfd409825389b4aada929c8e.exe,0d69dac909eef1f5016f6ca5bf37d384102ca08cbfd409825389b4aada929c8e.exe,417792,408,7.7675,cc07b4f60234fe68a7f764d2a30f7513,4093e52e1c8179cdeb944f6872143eea39de426d,0d69dac909eef1f5016f6ca5bf37d384102ca08cbfd409825389b4aada929c8e,65c4ba4cd8b5629d62f65d9d2e2fbedc,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-18 08:28:07 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1522; VA=0x411522,"Likely packed (avg=6.40; flags=.rdata:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\0d6f3a614088ad2985628f2bc09e90e533c4a2357dcf5849fafc481c0618e108.exe,0d6f3a614088ad2985628f2bc09e90e533c4a2357dcf5849fafc481c0618e108.exe,442368,432,7.627,562bcf02d618389f33991486566f5773,0621a1db9b9bff5e2d296260f3547172f1d68607,0d6f3a614088ad2985628f2bc09e90e533c4a2357dcf5849fafc481c0618e108,919db0e26e464083f0a5459bf08fe55a,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-05-03 08:19:27 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1A34; VA=0x411A34,Likely packed (avg=6.19; flags=.data:high)
C:\Users\adria\Documents\_malware\0d7f9a2daa3ce1ff75b726e758d99d622ac6e4c77ec216fc90853c356734dc76.exe,0d7f9a2daa3ce1ff75b726e758d99d622ac6e4c77ec216fc90853c356734dc76.exe,284184,277.52,7.639,0c9de59005fad402e7da81b671f3e261,1089230708297b36fe45e824a7328756726a9906,0d7f9a2daa3ce1ff75b726e758d99d622ac6e4c77ec216fc90853c356734dc76,aa26a9e71258a0b9d1223034570fc237,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-03-21 04:50:10 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1340; VA=0x401340,Likely packed (avg=4.03; flags=d2:high)
C:\Users\adria\Documents\_malware\0d84e593ad8e1dd41bef3e64b05ad4cc39d61da41308a29143dc2b0447ee3386.exe,0d84e593ad8e1dd41bef3e64b05ad4cc39d61da41308a29143dc2b0447ee3386.exe,208896,204,6.4411,486bb65215fcc90e32999564a0d3a6e6,55c022eb40c7867163a37caf9bfb03d7ac477f3b,0d84e593ad8e1dd41bef3e64b05ad4cc39d61da41308a29143dc2b0447ee3386,55cea94afaea26051d8eb377b9727da6,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-20 14:29:19 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,248 (0xF8),RVA=0x1335A; VA=0x6501335A,Unpacked
C:\Users\adria\Documents\_malware\0d872458d3769d89f034a865b13b4ecddfb4abb4e59c56dcaf53342884bb10a8.exe,0d872458d3769d89f034a865b13b4ecddfb4abb4e59c56dcaf53342884bb10a8.exe,142432,139.09,6.0685,9d3e3144ecca4c2bdcc5d0cef611f855,b4d3f32176e424ec205c7fe9d6da8f2beec031cf,0d872458d3769d89f034a865b13b4ecddfb4abb4e59c56dcaf53342884bb10a8,621fb81d21e6d81b02a769f9c27f930e,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-05-04 16:47:58 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x15D0; VA=0x4015D0,Unpacked
C:\Users\adria\Documents\_malware\0d8454f76403e10ef7343c675d06ee5cd25405d62969009443a13e3b8a9eb397.exe,0d8454f76403e10ef7343c675d06ee5cd25405d62969009443a13e3b8a9eb397.exe,405504,396,7.3313,531ec6fd0eee4853c5e28e695c35272c,f0f2b86dd754bf54a86a04d158fd33962aa67ba3,0d8454f76403e10ef7343c675d06ee5cd25405d62969009443a13e3b8a9eb397,11fae502d57ee92d98e82940d932bfbc,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-02 19:04:32 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1968; VA=0x401968,"Likely packed (avg=6.68; flags=.data:high,.rdata:high)"
C:\Users\adria\Documents\_malware\0d95189a9386e77cde13fa553a8214e7f15d39d7e40a1e9204c3730677b5c48d.exe,0d95189a9386e77cde13fa553a8214e7f15d39d7e40a1e9204c3730677b5c48d.exe,165024,161.16,5.6176,9ec90d99a631f36c33a18f805b2a694c,cdde8d846d01ecf9faf63bdd4e50b8b5e8cf9389,0d95189a9386e77cde13fa553a8214e7f15d39d7e40a1e9204c3730677b5c48d,1be740dbdc5c50b9ab034dae6ecdae57,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-13 13:20:35 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x14F0; VA=0x4014F0,Unpacked
C:\Users\adria\Documents\_malware\0da918ebd5cddc56c27be719b4da8eac17265e068699b036aaa24c9a37cc7376.exe,0da918ebd5cddc56c27be719b4da8eac17265e068699b036aaa24c9a37cc7376.exe,172032,168,7.7958,06723bff1f3a5fa21eacfef2987f9a73,648b9c81ae3ab446414196ab0b2018bb007abb2e,0da918ebd5cddc56c27be719b4da8eac17265e068699b036aaa24c9a37cc7376,ba28f3e4288dd8cfff6a55a316e3d7db,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2011-01-14 23:31:29 UTC (OK),2011,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1000; VA=0x401000,Likely packed (avg=4.59; flags=.text:high)
C:\Users\adria\Documents\_malware\0da13afdf6874dbbe9976b537148614508967586ef7b92f50be2afd7f8b90d78.exe,0da13afdf6874dbbe9976b537148614508967586ef7b92f50be2afd7f8b90d78.exe,208896,204,6.3892,23d6389898e0280c6ff83dbae5fd156c,73dfa44daa59ebd69217f33102abb929d4364e02,0da13afdf6874dbbe9976b537148614508967586ef7b92f50be2afd7f8b90d78,e1a40ba9d45909fa55df20114f7d2cd2,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-07 00:20:18 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,264 (0x108),RVA=0x12FAA; VA=0x64012FAA,Unpacked
C:\Users\adria\Documents\_malware\0d98e2b2f8be68dc81bddc7c705ae2b25f5697748c35a665ed76b5e4f367c51b.exe,0d98e2b2f8be68dc81bddc7c705ae2b25f5697748c35a665ed76b5e4f367c51b.exe,433664,423.5,7.8734,7f560d9f30a7f1b746586e36966ff2e3,72c5518d48a60c2a0036cb43b88ff9b8d91cfef2,0d98e2b2f8be68dc81bddc7c705ae2b25f5697748c35a665ed76b5e4f367c51b,8558ccd03f51a613da77ccc1da19e418,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2008-05-02 15:34:27 UTC (OK),2008,Unknown (Language: Unknown),Unsigned,608 (0x260),RVA=0x6843E; VA=0x7843E,Likely packed (avg=4.83; flags=.rdata:high)
C:\Users\adria\Documents\_malware\0dab267bbf44aee7106c7b2d128536748cf87b674e6f4d76ce478df263fb4565.exe,0dab267bbf44aee7106c7b2d128536748cf87b674e6f4d76ce478df263fb4565.exe,417792,408,7.7729,760efe8827a12cb535d74c34fd0ac503,aa123978bfa1470d2cfb2441e715aabfe61b9124,0dab267bbf44aee7106c7b2d128536748cf87b674e6f4d76ce478df263fb4565,8cbbf400df0fb1d76a16be40bbd28e21,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-16 10:37:42 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x14D7; VA=0x4114D7,"Likely packed (avg=6.41; flags=.rdata:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\0dc51879fdb5cd6c9e2becceee60ccd64200518cd105e4b393714623eb904b1d.exe,0dc51879fdb5cd6c9e2becceee60ccd64200518cd105e4b393714623eb904b1d.exe,146944,143.5,6.3401,acb782c4765cdec003587e4b5de623cd,629b4e3c420b7675e1f8d43b8da10eb7b2ee1e53,0dc51879fdb5cd6c9e2becceee60ccd64200518cd105e4b393714623eb904b1d,90b689c719e7833eb27f6b90dd1cdbb9,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2014-04-22 23:28:01 UTC (OK),2014,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0xCEF1; VA=0x40CEF1,Unpacked
C:\Users\adria\Documents\_malware\0db4eb9bd85f7037e5949622f3bd73d2d62b21212b790c4116264f9ea92176e0.exe,0db4eb9bd85f7037e5949622f3bd73d2d62b21212b790c4116264f9ea92176e0.exe,313384,306.04,7.4833,a50b6efaebd5b7c6305da2c4aa9723f9,ad8accc8ec458e0ba9598209606875a9592ac36f,0db4eb9bd85f7037e5949622f3bd73d2d62b21212b790c4116264f9ea92176e0,84c5411ff6479af7b470e615d0facb48,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-14 14:50:03 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x44E50; VA=0x444E50,Likely packed (avg=4.03; flags=.text:high)
C:\Users\adria\Documents\_malware\0dc3107f3d9c89a466222193d0af0905da9c4121f31c2d489cf620db62961bdf.exe,0dc3107f3d9c89a466222193d0af0905da9c4121f31c2d489cf620db62961bdf.exe,464384,453.5,7.8708,b6b325941556cf5ca75228420c0bf9aa,77ae65bf99c00a4c366e1a951dccafd601e6de8f,0dc3107f3d9c89a466222193d0af0905da9c4121f31c2d489cf620db62961bdf,60b307509093608d994aaaa08aac93cc,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2008-07-11 20:15:48 UTC (OK),2008,Unknown (Language: Unknown),Unsigned,608 (0x260),RVA=0x6FC3E; VA=0x7FC3E,Likely packed (avg=4.81; flags=.rdata:high)
C:\Users\adria\Documents\_malware\0ddf19fe8dfd79d191d17df9c93a7fd6e84aa80db5f2cd932ca4b0778e4f0281.exe,0ddf19fe8dfd79d191d17df9c93a7fd6e84aa80db5f2cd932ca4b0778e4f0281.exe,136288,133.09,6.855,2d7678d1df6e219b258b1cc7e113c9b6,325fe8c649e42bc6e4b9cd5e794787a16f08e214,0ddf19fe8dfd79d191d17df9c93a7fd6e84aa80db5f2cd932ca4b0778e4f0281,784c2e37d2878f9742f2afeb57c75740,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-17 20:20:41 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1B0A0; VA=0x41B0A0,Unpacked
C:\Users\adria\Documents\_malware\0df8b151f1594ce54fc4155a9adbf9d68b885320aef83691e8926c910cef08f1.exe,0df8b151f1594ce54fc4155a9adbf9d68b885320aef83691e8926c910cef08f1.exe,131168,128.09,6.8549,1474ccce50e257b323ef22d96a83d2ed,ce94fd7811f15f2d38245878ecfbc0507dc74f60,0df8b151f1594ce54fc4155a9adbf9d68b885320aef83691e8926c910cef08f1,57b14f4c78826998394f9783bfe37773,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-23 05:01:03 UTC (OK),2012,MSVC (Language: C/C++),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1ACF0; VA=0x41ACF0,Unpacked
C:\Users\adria\Documents\_malware\0de383f74467ca98ed21fac7ad33226fa52fe8ffc856debe0b08fceb144823ce.exe,0de383f74467ca98ed21fac7ad33226fa52fe8ffc856debe0b08fceb144823ce.exe,401408,392,7.7318,1151aa5fc3790f938f579badd1178c49,914ea499cc5a0558912717903c4006f73e77777f,0de383f74467ca98ed21fac7ad33226fa52fe8ffc856debe0b08fceb144823ce,09a26aeac1b6b3ab59c1cf7d2e7a0ba4,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-12 12:06:36 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1953; VA=0x401953,Likely packed (avg=5.58; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\0de17fd2a09be217c250788c6d976727ab2bcd080c954ba28d6f7f22429104be.exe,0de17fd2a09be217c250788c6d976727ab2bcd080c954ba28d6f7f22429104be.exe,434176,424,7.8715,04c28345c18a4ab6092eca92462d56a9,867e652bcef7ea375a695af12aebfcc8d9eb2c79,0de17fd2a09be217c250788c6d976727ab2bcd080c954ba28d6f7f22429104be,8558ccd03f51a613da77ccc1da19e418,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2008-06-18 15:19:07 UTC (OK),2008,Unknown (Language: Unknown),Unsigned,608 (0x260),RVA=0x6863E; VA=0x7863E,Likely packed (avg=4.83; flags=.rdata:high)
C:\Users\adria\Documents\_malware\0e150dad76dd6038b0b394244e97192077d9f9d4828ac1019494d4b43d1b6e28.exe,0e150dad76dd6038b0b394244e97192077d9f9d4828ac1019494d4b43d1b6e28.exe,117760,115,7.715,0a3610f675a59002140f6df0d3621973,60cd9a226e2df3734a9aeef73e34569ef34acbed,0e150dad76dd6038b0b394244e97192077d9f9d4828ac1019494d4b43d1b6e28,3578decb42d5f7f4c1115737cf864340,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-08-02 09:57:36 UTC (OK),2012,MSVC (Language: C/C++),Unsigned,216 (0xD8),RVA=0x2C0A; VA=0x402C0A,Likely packed (avg=5.03; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\0e00ee21e8dfe001f0b7f29604074fb7537cd19ff6cfc3e4059987ea6977075f.exe,0e00ee21e8dfe001f0b7f29604074fb7537cd19ff6cfc3e4059987ea6977075f.exe,433664,423.5,7.8734,8b6eb7cf3a597a3a52efc63553cb10a0,ce461f85455b98dcc0077d1ae2997e14e55998f4,0e00ee21e8dfe001f0b7f29604074fb7537cd19ff6cfc3e4059987ea6977075f,8558ccd03f51a613da77ccc1da19e418,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2008-05-02 15:34:27 UTC (OK),2008,Unknown (Language: Unknown),Unsigned,608 (0x260),RVA=0x6843E; VA=0x7843E,Likely packed (avg=4.83; flags=.rdata:high)
C:\Users\adria\Documents\_malware\0e0cd0289609ad69be5a948fa1ff21e61b0b722908e20594be145bd8fc60b914.exe,0e0cd0289609ad69be5a948fa1ff21e61b0b722908e20594be145bd8fc60b914.exe,345088,337,7.8479,7838b09259eff5154d6d4cd313a7c8b0,99076fbd7c87f4189a5e11a550ed356b98e4a113,0e0cd0289609ad69be5a948fa1ff21e61b0b722908e20594be145bd8fc60b914,53ab5c07f5840ccf3b60f6abcb999d74,4D5A500002000000,Windows Executable (MZ),'-rwxrwxrwx,2012-02-16 16:30:10 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,124 (0x7C),RVA=0x1884; VA=0x401884,Likely packed (avg=4.19; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\0e0113a078fd33fb96ec6f1d56810013488150f2358bea299eacc478be671a1a.exe,0e0113a078fd33fb96ec6f1d56810013488150f2358bea299eacc478be671a1a.exe,409600,400,7.2135,16e5fba3cb7803dfb1df829ccf6884aa,a5a50eb20e631128a1c9053a658b31cbe132d0d7,0e0113a078fd33fb96ec6f1d56810013488150f2358bea299eacc478be671a1a,df0e3f5b4ccdab46105758a1bcbd479d,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-03-20 20:18:58 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x143A1; VA=0x4243A1,"Likely packed (avg=6.83; flags=.rsrc:high,.text:high)"
C:\Users\adria\Documents\_malware\0e35e4979a9a583aabc3b137197a5df75f05a8b5cb8b54f4c803717e1b181aa0.exe,0e35e4979a9a583aabc3b137197a5df75f05a8b5cb8b54f4c803717e1b181aa0.exe,195072,190.5,7.5337,e728fdca3884a9c1062dcf1bdff0e4b2,8ee500f29cafa5714317ba6ee62f170048e688f3,0e35e4979a9a583aabc3b137197a5df75f05a8b5cb8b54f4c803717e1b181aa0,37ff1de84ef7a7f0ec3ec3961f907031,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2011-02-17 03:04:06 UTC (OK),2011,MSVC (Language: C/C++),Unsigned,200 (0xC8),RVA=0x8F42; VA=0x408F42,"Likely packed (avg=7.25; flags=.data:high,.text:high)"
C:\Users\adria\Documents\_malware\0e153a054fe8adedbb397543e16bdf0b1752bf78d3477bb34e35ebc006324ea6.exe,0e153a054fe8adedbb397543e16bdf0b1752bf78d3477bb34e35ebc006324ea6.exe,405504,396,7.2628,15fdc8599ae03e6a2900160d5b7a4abd,a3affea78aae059dfde37bb74bf4eca8bf16be3d,0e153a054fe8adedbb397543e16bdf0b1752bf78d3477bb34e35ebc006324ea6,0d8a893f1e0d0ea5fc8ffc59f0a8d4b8,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-03-23 09:02:46 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x12A5F; VA=0x422A5F,"Likely packed (avg=6.90; flags=.rsrc:high,.text:high)"
C:\Users\adria\Documents\_malware\0e48f7c00d8b3698d3aafc246c693d2388dd952004a2f7d46e3ef71a888fa395.exe,0e48f7c00d8b3698d3aafc246c693d2388dd952004a2f7d46e3ef71a888fa395.exe,393216,384,7.731,09d43f52cc2863ce4d204db538eaa7ac,4f272d0879c9c209e2b4e46ec0aed147d877b942,0e48f7c00d8b3698d3aafc246c693d2388dd952004a2f7d46e3ef71a888fa395,39384d3709f59a5be0029d68835c8ab1,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-31 07:11:21 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,208 (0xD0),RVA=0x15D8; VA=0x4015D8,Likely packed (avg=6.86; flags=.rdata:high)
C:\Users\adria\Documents\_malware\0e397f72147a79cb6b37a4076edbcca05ec4c5cb9918b0da4ec262c0907cda34.exe,0e397f72147a79cb6b37a4076edbcca05ec4c5cb9918b0da4ec262c0907cda34.exe,446464,436,7.5863,edd8c9b77f7f0d13bc07cd8450d3fe04,8607c836b68902fc28c87a1a3ef5eef7f794cf13,0e397f72147a79cb6b37a4076edbcca05ec4c5cb9918b0da4ec262c0907cda34,e2c6fa937ca71794994a9635b77e46a0,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-23 10:51:23 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x1CD4; VA=0x411CD4,"Likely packed (avg=6.79; flags=.data:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\0e5147bcf9b4e04f056cb2fe0bb500fbb2b4d958034011156463c3879a43e049.exe,0e5147bcf9b4e04f056cb2fe0bb500fbb2b4d958034011156463c3879a43e049.exe,463360,452.5,7.8722,81584d0e04488d480eca6021b9a49ca6,d4be14709cf06162088cfe6f1b461eb19745b12d,0e5147bcf9b4e04f056cb2fe0bb500fbb2b4d958034011156463c3879a43e049,60b307509093608d994aaaa08aac93cc,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2008-07-26 14:03:52 UTC (OK),2008,Unknown (Language: Unknown),Unsigned,608 (0x260),RVA=0x6F83E; VA=0x7F83E,Likely packed (avg=4.81; flags=.rdata:high)
C:\Users\adria\Documents\_malware\0e545292e1d2f7d0c21387e5bf043e02e4764f672bdc6a18b7d54f2172d3be07.exe,0e545292e1d2f7d0c21387e5bf043e02e4764f672bdc6a18b7d54f2172d3be07.exe,127968,124.97,6.6891,000823c96119e56c01286cd560b4fe88,ce2ce403c16a09d94678164e745de02cf0e20de4,0e545292e1d2f7d0c21387e5bf043e02e4764f672bdc6a18b7d54f2172d3be07,1f01439f4025eadb1bffff95deabfc60,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-05-27 18:00:10 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1770; VA=0x401770,Likely packed (avg=2.81; flags=.data:high)
C:\Users\adria\Documents\_malware\0e543d67435f462fed04e6074699d57b988e01fb3ba3bc6d3d89c46092758f3c.exe,0e543d67435f462fed04e6074699d57b988e01fb3ba3bc6d3d89c46092758f3c.exe,442368,432,7.6051,52b6943ad5f5f92b34964ae03b5bbc05,5b58cb267c1d4577fea9224168edc3db4a6fd4d0,0e543d67435f462fed04e6074699d57b988e01fb3ba3bc6d3d89c46092758f3c,2dc7ae966763bc982dcf60c7d44b1086,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-29 18:52:10 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,216 (0xD8),RVA=0x198B; VA=0x41198B,Likely packed (avg=4.94; flags=.data:high)
C:\Users\adria\Documents\_malware\0e568d2b934a35bbd69e29c1239a3903ea756df0418a3850c8d3d3a4952e7042.exe,0e568d2b934a35bbd69e29c1239a3903ea756df0418a3850c8d3d3a4952e7042.exe,409600,400,7.6805,e7a18780b389db5dc1f15b8a0ab37602,3103e0a7a0f8cc1d687e51344381a99e5b01d0c0,0e568d2b934a35bbd69e29c1239a3903ea756df0418a3850c8d3d3a4952e7042,1a70ade8fee4567c1412a149011fc274,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-17 19:15:38 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,232 (0xE8),RVA=0x1874; VA=0x401874,Likely packed (avg=6.23; flags=.rsrc:high)
C:\Users\adria\Documents\_malware\0e5834ac82157ec7967e37a0589293b9c6d458436a325d0a27a7cd4c81512c9f.exe,0e5834ac82157ec7967e37a0589293b9c6d458436a325d0a27a7cd4c81512c9f.exe,393216,384,7.845,6e07044dcc41cc69011a07d70a4eb8ad,246e5bfc079a60a4f7477be3d1d4ba7b1427f83f,0e5834ac82157ec7967e37a0589293b9c6d458436a325d0a27a7cd4c81512c9f,5b7010757a3c1422b4a1c26ca3fe2a3a,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-07-27 13:55:34 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,208 (0xD0),RVA=0x1598; VA=0x401598,"Likely packed (avg=7.46; flags=.data:high,.rdata:high,.rsrc:high)"
C:\Users\adria\Documents\_malware\0e6d900559c5c615a2f38fe823bce10228589513e04c7f20b32a28e15679d6df.exe,0e6d900559c5c615a2f38fe823bce10228589513e04c7f20b32a28e15679d6df.exe,183672,179.37,5.5804,1c4e740ac96b1274029384dc152101fc,a03c0b30567e8388c1df43cc46cac9a941a80547,0e6d900559c5c615a2f38fe823bce10228589513e04c7f20b32a28e15679d6df,0f7a02dd074318316421fb07b4e8f050,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-09-06 11:03:07 UTC (OK),2012,Unknown (Language: Unknown),Signed: subject=N/A; issuer=N/A; valid,128 (0x80),RVA=0x1330; VA=0x401330,Unpacked
C:\Users\adria\Documents\_malware\0e6552ac4293fee527f13df550688f35b1712dae6a5cf6cf392dea5fdf9c7f9c.exe,0e6552ac4293fee527f13df550688f35b1712dae6a5cf6cf392dea5fdf9c7f9c.exe,436224,426,7.8688,00137b2f5b7dce9169fe52d112782d79,bad066e0c7e56990e4ad6f43408717a246592032,0e6552ac4293fee527f13df550688f35b1712dae6a5cf6cf392dea5fdf9c7f9c,38f89a501688168e22e9f2a60025e0ef,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2008-04-09 14:11:05 UTC (OK),2008,Unknown (Language: Unknown),Unsigned,616 (0x268),RVA=0x68E3E; VA=0x78E3E,Likely packed (avg=4.81; flags=.rdata:high)
C:\Users\adria\Documents\_malware\0e6de178d605028fd6b155a3522d6178a87bae8a696fb003e8e5b1f71a227948.exe,0e6de178d605028fd6b155a3522d6178a87bae8a696fb003e8e5b1f71a227948.exe,173056,169,7.8291,05c717919f6dc5b47003135ed0a99520,47d15e105723304373601adfd99657977e5cc0ad,0e6de178d605028fd6b155a3522d6178a87bae8a696fb003e8e5b1f71a227948,663175f45f9e9d45744a9e68f9a9fb3b,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2011-01-19 14:55:42 UTC (OK),2011,Unknown (Language: Unknown),Unsigned,224 (0xE0),RVA=0x1E3E7; VA=0x41E3E7,Likely packed (avg=5.84; flags=.text:high)
C:\Users\adria\Documents\_malware\0e8078997390e53ec0f6e94ee705f1ae07e045a8c710e705450e1c1b0443339a.exe,0e8078997390e53ec0f6e94ee705f1ae07e045a8c710e705450e1c1b0443339a.exe,208896,204,6.1822,8da102ae2fa79166adbeec2c15275e67,41144477feb4c769d07b4b57d7c9fb438974bfee,0e8078997390e53ec0f6e94ee705f1ae07e045a8c710e705450e1c1b0443339a,e1a40ba9d45909fa55df20114f7d2cd2,4D5A900003000000,Windows Executable (MZ),'-rwxrwxrwx,2012-04-07 00:35:59 UTC (OK),2012,Unknown (Language: Unknown),Unsigned,264 (0x108),RVA=0x12FAA; VA=0x64012FAA,Unpacked
